E_coli_K12_W3110_lambdaRed	E_coli_K12_W3110	W3110-Name	W3110-Accession	MG1655-ID	Blattner	W3110-startbase	W3110-endbase	W3110-strand	MG1655-startbase	MG1655-endbase	MG1655-strand	sort_order
W3110_lambdaRed.CDS.1166	JW5185	dhaM	ECK1186	EG12399	b1198	1249273	1250691	-	1247696	1249114	-	1166
W3110_lambdaRed.CDS.1167	JW5186	dhaL	ECK1187	G6626	b1199	1250702	1251334	-	1249125	1249757	-	1167
W3110_lambdaRed.CDS.1168	JW5187	dhaK	ECK1188	G6627	b1200	1251345	1252415	-	1249768	1250838	-	1168
W3110_lambdaRed.CDS.1169	JW5188	dhaR	ECK1189	G6628	b1201	1252643	1254562	+	1251066	1252985	+	1169
W3110_lambdaRed.CDS.117	JW0117	speE	ECK0120	EG10963	b0121	135598	136464	-	135598	136464	-	117
W3110_lambdaRed.CDS.1170	JW1193	ycgV	ECK1190	G6629	b1202	1254662	1257529	-	1253085	1255952	-	1170
W3110_lambdaRed.CDS.1172	JW1194	ychF	ECK1191	EG11404	b1203	1258298	1259389	-	1256721	1257812	-	1172
W3110_lambdaRed.CDS.1173	JW1195	pth	ECK1192	EG10785	b1204	1259506	1260090	-	1257929	1258513	-	1173
W3110_lambdaRed.CDS.1174	JW1196	ychH	ECK1193	EG11533	b1205	1260368	1260646	+	1258791	1259069	+	1174
W3110_lambdaRed.CDS.1175	JW5189	dauA	ECK1194	EG12392	b1206	1260701	1262380	-	1259124	1260803	-	1175
W3110_lambdaRed.CDS.1176	JW1198	prs	ECK1195	EG10774	b1207	1262505	1263452	-	1260928	1261875	-	1176
W3110_lambdaRed.CDS.1177	JW1199	ispE	ECK1196	EG11294	b1208	1263603	1264454	-	1262026	1262877	-	1177
W3110_lambdaRed.CDS.1178	JW1200	lolB	ECK1197	EG11293	b1209	1264454	1265077	-	1262877	1263500	-	1178
W3110_lambdaRed.CDS.1179	JW1201	hemA	ECK1198	EG10427	b1210	1265291	1266547	+	1263714	1264970	+	1179
W3110_lambdaRed.CDS.118	JW0118	yacC	ECK0121	EG11089	b0122	136570	136917	-	136570	136917	-	118
W3110_lambdaRed.CDS.1180	JW1202	prfA	ECK1199	EG10761	b1211	1266589	1267671	+	1265012	1266094	+	1180
W3110_lambdaRed.CDS.1181	JW1203	prmC	ECK1200	EG12424	b1212	1267671	1268504	+	1266094	1266927	+	1181
W3110_lambdaRed.CDS.1182	JW1204	ychQ	ECK1201	G6630	b1213	1268501	1268893	+	1266924	1267316	+	1182
W3110_lambdaRed.CDS.1183	JW1205	ychA	ECK1202	EG11251	b1214	1268897	1269706	+	1267320	1268129	+	1183
W3110_lambdaRed.CDS.1184	JW1206	kdsA	ECK1203	EG10518	b1215	1269742	1270596	+	1268165	1269019	+	1184
W3110_lambdaRed.CDS.1185	JW5957	ldrA	ECK1204	G0-9602	b4419	1270745	1270852	-	1269168	1269275	-	1185
W3110_lambdaRed.CDS.1185	JW5959	ldrC	ECK1208	NIL	NIL	1271815	1271922	-	NIL	NIL	NIL	1185
W3110_lambdaRed.CDS.1186	JW5958	ldrB	ECK1206	G0-9605	b4421	1271280	1271387	-	1269703	1269810	-	1186
W3110_lambdaRed.CDS.1159	JW1181	ldcA	ECK1180	G6621	b1192	1243743	1244657	-	1242166	1243080	-	1159
W3110_lambdaRed.CDS.1156	JW1179	dadX	ECK1178	EG11408	b1190	1240456	1241526	+	1238879	1239949	+	1156
W3110_lambdaRed.CDS.1187	JW5959	ldrC	ECK1208	NIL	NIL	1271815	1271922	-	NIL	NIL	NIL	1187
W3110_lambdaRed.CDS.990	JW0968	gfcC	ECK0976	G6506	b0985	1048367	1049113	-	1047945	1048691	-	990
W3110_lambdaRed.CDS.1124	JW1148	ycgX	ECK1148	G6601	b1161	1214280	1214684	-	1212703	1213107	-	1124
W3110_lambdaRed.CDS.1125	JW1149	bluR	ECK1149	G6602	b1162	1214905	1215636	-	1213328	1214059	-	1125
W3110_lambdaRed.CDS.1126	JW1150	bluF	ECK1150	G6603	b1163	1215841	1217052	-	1214264	1215475	-	1126
W3110_lambdaRed.CDS.992	JW1017	ycdX	ECK1020	G6540	b1034	1099120	1099857	+	1098879	1099616	+	992
W3110_lambdaRed.CDS.1128	JW1154	ymgC	ECK1154	G6607	b1167	1218325	1218573	+	1216748	1216996	+	1128
W3110_lambdaRed.CDS.991	JW5146	ghrA	ECK1019	G6539	b1033	1098127	1099065	+	1097886	1098824	+	991
W3110_lambdaRed.CDS.113	JW0113	yacH	ECK0116	EG12315	b0117	129407	131260	-	129407	131260	-	113
W3110_lambdaRed.CDS.1130	JW1156	ymgF	ECK1156	G0-10261	b4520	1220560	1220778	+	1218983	1219201	+	1130
W3110_lambdaRed.CDS.1134	JW5901+JW5176	ECK1157:JW5901+JW5176:b44	ECK1157	G6797	b1509	1222378	1223799	+	1592665	1594065	-	1134
W3110_lambdaRed.CDS.1135	JW5177	ymgD	ECK1158	G6611	b1171	1223882	1224211	-	1222305	1222634	-	1135
W3110_lambdaRed.CDS.1136	JW5178	ymgG	ECK1159	G6612	b1172	1224221	1224496	-	1222644	1222988	-	1136
W3110_lambdaRed.CDS.1138	JW1162	ycgI	ECK1161	G6613	b1173	1225272	1225484	+	1223695	1223907	+	1138
W3110_lambdaRed.CDS.1139	JW1163	minE	ECK1162	EG10598	b1174	1225856	1226122	-	1224279	1224545	-	1139
W3110_lambdaRed.CDS.114	JW0114	acnB	ECK0117	EG12316	b0118	131615	134212	+	131615	134212	+	114
W3110_lambdaRed.CDS.1140	JW1164	minD	ECK1163	EG10597	b1175	1226126	1226938	-	1224549	1225361	-	1140
W3110_lambdaRed.CDS.1141	JW1165	minC	ECK1164	EG10596	b1176	1226962	1227657	-	1225385	1226080	-	1141
W3110_lambdaRed.CDS.1142	JW1166	ycgJ	ECK1165	G6614	b1177	1228177	1228545	+	1226600	1226968	+	1142
W3110_lambdaRed.CDS.1143	JW1167	pliG	ECK1166	G6615	b1178	1228648	1229049	-	1227071	1227472	-	1143
W3110_lambdaRed.CDS.1145	JW1168	ycgL	ECK1167	G6616	b1179	1229258	1229584	+	1227681	1228007	+	1145
W3110_lambdaRed.CDS.1146	JW1169	ycgM	ECK1168	G6617	b1180	1229656	1230315	+	1228079	1228738	+	1146
W3110_lambdaRed.CDS.1147	JW5180	ycgN	ECK1169	G6618	b1181	1230407	1230853	+	1228815	1229276	+	1147
W3110_lambdaRed.CDS.1148	JW5181	hlyE	ECK1170	G6619	b1182	1231060	1231971	-	1229483	1230394	-	1148
W3110_lambdaRed.CDS.1149	JW1172	umuD	ECK1171	EG11057	b1183	1232344	1232763	+	1230767	1231186	+	1149
W3110_lambdaRed.CDS.115	JW0115	yacL	ECK0118	EG12605	b0119	134388	134750	+	134388	134750	+	115
W3110_lambdaRed.CDS.1150	JW1173	umuC	ECK1172	EG11056	b1184	1232763	1234031	+	1231186	1232454	+	1150
W3110_lambdaRed.CDS.1151	JW5182	dsbB	ECK1173	EG11393	b1185	1234077	1234607	-	1232500	1233030	-	1151
W3110_lambdaRed.CDS.1152	JW1175	nhaB	ECK1174	EG11392	b1186	1234753	1236294	-	1233176	1234717	-	1152
W3110_lambdaRed.CDS.1153	JW1176	fadR	ECK1175	EG10281	b1187	1236515	1237234	+	1234938	1235657	+	1153
W3110_lambdaRed.CDS.1154	JW1177	ycgB	ECK1176	EG11516	b1188	1237286	1238818	-	1235709	1237241	-	1154
W3110_lambdaRed.CDS.1187	JW5957	ldrA	ECK1204	G0-9602	b4419	1270745	1270852	-	1269168	1269275	-	1187
W3110_lambdaRed.CDS.1188	JW1207	chaA	ECK1210	EG11753	b1216	1272326	1273426	-	1270749	1271849	-	1188
W3110_lambdaRed.CDS.1492	JW1501	hipB	ECK1501	EG10442	b1508	1593890	1594156	-	1592176	1592442	-	1492
W3110_lambdaRed.CDS.1215	JW1236	oppB	ECK1238	EG10675	b1244	1304613	1305533	+	1302899	1303819	+	1215
W3110_lambdaRed.CDS.1217	JW1238	oppD	ECK1240	EG10677	b1246	1306468	1307481	+	1304754	1305767	+	1217
W3110_lambdaRed.CDS.1218	JW1239	oppF	ECK1241	EG10678	b1247	1307478	1308482	+	1305764	1306768	+	1218
W3110_lambdaRed.CDS.1219	JW1240	yciU	ECK1242	G6633	b1248	1308535	1308864	-	1306821	1307150	-	1219
W3110_lambdaRed.CDS.122	JW0122	can	ECK0125	EG12319	b0126	142008	142670	-	142008	142670	-	122
W3110_lambdaRed.CDS.1220	JW1241	clsA	ECK1243	EG11608	b1249	1308899	1310359	-	1307185	1308645	-	1220
W3110_lambdaRed.CDS.989	JW0967	gfcD	ECK0975	EG11926	b4029	1046271	1048367	-	4237634	4239730	+	989
W3110_lambdaRed.CDS.1222	JW1243	yciI	ECK1245	EG11607	b1251	1312283	1312579	-	1310569	1310865	-	1222
W3110_lambdaRed.CDS.1223	JW5195	tonB	ECK1246	EG11012	b1252	1312803	1313522	+	1311089	1311808	+	1223
W3110_lambdaRed.CDS.1224	JW1245	yciA	ECK1247	EG11121	b1253	1313562	1313960	-	1311848	1312246	-	1224
W3110_lambdaRed.CDS.1225	JW1246	yciB	ECK1248	EG11122	b1254	1314065	1314604	-	1312351	1312890	-	1225
W3110_lambdaRed.CDS.1226	JW1247	yciC	ECK1249	EG11123	b1255	1314634	1315377	-	1312920	1313663	-	1226
W3110_lambdaRed.CDS.1227	JW1248	ompW	ECK1250	EG11124	b1256	1315734	1316372	+	1314020	1314658	+	1227
W3110_lambdaRed.CDS.1228	JW1249	yciE	ECK1251	EG11125	b1257	1316432	1316938	-	1314718	1315224	-	1228
W3110_lambdaRed.CDS.1229	JW1250	yciF	ECK1252	EG11126	b1258	1316984	1317484	-	1315270	1315770	-	1229
W3110_lambdaRed.CDS.123	JW0123	yadG	ECK0126	EG12320	b0127	142779	143705	+	142779	143705	+	123
W3110_lambdaRed.CDS.1230	JW1251	yciG	ECK1253	EG11127	b1259	1317570	1317749	-	1315856	1316035	-	1230
W3110_lambdaRed.CDS.1231	JW1252	trpA	ECK1254	EG11024	b1260	1318130	1318936	-	1316416	1317222	-	1231
W3110_lambdaRed.CDS.1232	JW1253	trpB	ECK1255	EG11025	b1261	1318936	1320129	-	1317222	1318415	-	1232
W3110_lambdaRed.CDS.1233	JW1254	trpC	ECK1256	EG11026	b1262	1320141	1321499	-	1318427	1319788	-	1233
W3110_lambdaRed.CDS.1234	JW1255	trpD	ECK1257	EG11027	b1263	1321503	1323098	-	1319789	1321384	-	1234
W3110_lambdaRed.CDS.1235	JW1256	trpE	ECK1258	EG11028	b1264	1323098	1324660	-	1321384	1322946	-	1235
W3110_lambdaRed.CDS.988	JW0966	gfcE	ECK0974	G6504	b0983	1045086	1046225	-	1044664	1045803	-	988
W3110_lambdaRed.CDS.1237	JW5196	yciO	ECK1261	G6635	b1267	1325812	1326432	+	1324098	1324718	+	1237
W3110_lambdaRed.CDS.1238	JW5197	yciQ	ECK1262	G6636	b1268	1326460	1328355	+	1324746	1326641	+	1238
W3110_lambdaRed.CDS.1239	JW1261	rluB	ECK1263	EG12433	b1269	1328566	1329441	+	1326852	1327727	+	1239
W3110_lambdaRed.CDS.124	JW0124	yadH	ECK0127	EG12321	b0128	143702	144472	+	143702	144472	+	124
W3110_lambdaRed.CDS.1240	JW1262	btuR	ECK1264	EG10130	b1270	1329481	1330071	-	1327767	1328357	-	1240
W3110_lambdaRed.CDS.1241	JW1263	yciK	ECK1265	EG11759	b1271	1330068	1330826	-	1328354	1329112	-	1241
W3110_lambdaRed.CDS.1242	JW1264	sohB	ECK1266	EG10956	b1272	1331046	1332095	+	1329332	1330381	+	1242
W3110_lambdaRed.CDS.1216	JW1237	oppC	ECK1239	EG10676	b1245	1305548	1306456	+	1303834	1304742	+	1216
W3110_lambdaRed.CDS.1214	JW1235	oppA	ECK1237	EG10674	b1243	1302896	1304527	+	1301182	1302813	+	1214
W3110_lambdaRed.CDS.1189	JW1208	chaB	ECK1211	EG12402	b1217	1273696	1273926	+	1272119	1272349	+	1189
W3110_lambdaRed.CDS.1213	JW4230	insD-1	ECK0358	NIL	NIL	4503275	4504180	+	NIL	NIL	NIL	1213
W3110_lambdaRed.CDS.119	JW0119	cueO	ECK0122	EG12318	b0123	137083	138633	+	137083	138633	+	119
W3110_lambdaRed.CDS.1190	JW1209	chaC	ECK1212	EG12403	b1218	1274063	1274779	+	1272507	1273202	+	1190
W3110_lambdaRed.CDS.1191	JW1210	ychN	ECK1213	EG12404	b1219	1274823	1275176	-	1273246	1273599	-	1191
W3110_lambdaRed.CDS.1192	JW1211	ychO	ECK1214	EG12405	b1220	1275502	1276755	+	1273784	1275178	+	1192
W3110_lambdaRed.CDS.1193	JW1212	narL	ECK1215	EG10643	b1221	1276756	1277406	-	1275179	1275829	-	1193
W3110_lambdaRed.CDS.1194	JW1213	narX	ECK1216	EG10646	b1222	1277399	1279195	-	1275822	1277618	-	1194
W3110_lambdaRed.CDS.1195	JW1214	narU	ECK1217	EG12153	b1469	1279534	1280925	+	1542672	1544060	-	1195
W3110_lambdaRed.CDS.1196	JW1215	narZ	ECK1218	EG10648	b1468	1281441	1285184	+	1538850	1542590	-	1196
W3110_lambdaRed.CDS.1197	JW1216	narY	ECK1219	EG10647	b1467	1285181	1286719	+	1537309	1538853	-	1197
W3110_lambdaRed.CDS.1198	JW1217	narJ	ECK1220	EG10641	b1226	1286716	1287426	+	1285139	1285849	+	1198
W3110_lambdaRed.CDS.1199	JW1218	narI	ECK1221	EG10640	b1227	1287426	1288103	+	1285849	1286526	+	1199
W3110_lambdaRed.CDS.12	JW0013	dnaK	ECK0014	EG10241	b0014	12163	14079	+	12163	14079	+	12
W3110_lambdaRed.CDS.120	JW0120	gcd	ECK0123	EG10369	b0124	138835	141225	-	138835	141225	-	120
W3110_lambdaRed.CDS.1200	JW1220	purU	ECK1227	EG11819	b1232	1289359	1290201	-	1287782	1288624	-	1200
W3110_lambdaRed.CDS.1201	JW1221	ychJ	ECK1228	EG12119	b1233	1290251	1290709	-	1288674	1289132	-	1201
W3110_lambdaRed.CDS.1202	JW1222	rssA	ECK1229	EG12120	b1234	1290783	1291727	+	1289245	1290150	+	1202
W3110_lambdaRed.CDS.1203	JW1223	rssB	ECK1230	EG12121	b1235	1291819	1292832	+	1290242	1291255	+	1203
W3110_lambdaRed.CDS.1204	JW1224	galU	ECK1231	EG11319	b1236	1293034	1293942	+	1291457	1292365	+	1204
W3110_lambdaRed.CDS.1205	JW1225	hns	ECK1232	EG10457	b1237	1294086	1294499	-	1292509	1292922	-	1205
W3110_lambdaRed.CDS.1206	JW1226	tdk	ECK1233	EG10994	b1238	1295104	1295721	+	1293527	1294144	+	1206
W3110_lambdaRed.CDS.1208	JW5883+JW1227	ECK1234:JW5883+JW1227:b45	ECK1234	NIL	NIL	1296003	1296775	-	NIL	NIL	NIL	1208
W3110_lambdaRed.CDS.121	JW5009	hpt	ECK0124	EG20098	b0125	141431	141967	+	141431	141967	+	121
W3110_lambdaRed.CDS.1210	JW1228	adhE	ECK1235	EG10031	b1241	1297023	1299698	-	1295446	1298121	-	1210
W3110_lambdaRed.CDS.1211	JW1229	ychE	ECK1236	EG11342	b1242	1300175	1300822	+	1298598	1299245	+	1211
W3110_lambdaRed.CDS.1213	JW0352	insD-1	ECK0358	G0-10543	NIL	380898	381803	+	2068952	2070180	-	1213
W3110_lambdaRed.CDS.1213	JW1397	insD-1	ECK0358	NIL	NIL	1469635	1470540	-	NIL	NIL	NIL	1213
W3110_lambdaRed.CDS.1213	JW1975	insD-1	ECK0358	NIL	NIL	2071089	2071994	-	NIL	NIL	NIL	1213
W3110_lambdaRed.CDS.1213	JW2826	insD-1	ECK0358	NIL	NIL	2995028	2995933	-	NIL	NIL	NIL	1213
W3110_lambdaRed.CDS.1213	JW3013	insD-1	ECK0358	NIL	NIL	3185166	3186071	+	NIL	NIL	NIL	1213
W3110_lambdaRed.CDS.1122	JW1145	mcrA	ECK1145	EG10573	b1159	1211923	1212756	+	1210346	1211179	+	1122
W3110_lambdaRed.CDS.1121	JW1144	pinE	ECK1144	EG10737	b1158	1211262	1211816	+	1209685	1210239	+	1121
W3110_lambdaRed.CDS.112	JW0112	lpd	ECK0115	EG10543	b0116	127912	129336	+	127912	129336	+	112
W3110_lambdaRed.CDS.1027	JW1051	grxB	ECK1049	EG12688	b1064	1124984	1125631	-	1123407	1124054	-	1027
W3110_lambdaRed.CDS.1029	JW1053	rimJ	ECK1051	EG10851	b1066	1127139	1127723	+	1125562	1126146	+	1029
W3110_lambdaRed.CDS.103	JW0103	hofB	ECK0106	EG12106	b0107	115714	117099	-	115714	117099	-	103
W3110_lambdaRed.CDS.1030	JW1054	yceH	ECK1052	EG11537	b1067	1127734	1128381	+	1126157	1126804	+	1030
W3110_lambdaRed.CDS.1031	JW1055	yceM	ECK1053	G6560	b1068	1128383	1129306	+	1126806	1127729	+	1031
W3110_lambdaRed.CDS.1032	JW1056	murJ	ECK1054	G6561	b1069	1129416	1130951	+	1127839	1129374	+	1032
W3110_lambdaRed.CDS.1033	JW1057	flgN	ECK1055	G6562	b1070	1130991	1131407	-	1129414	1129830	-	1033
W3110_lambdaRed.CDS.1034	JW1058	flgM	ECK1056	G369	b1071	1131412	1131705	-	1129835	1130128	-	1034
W3110_lambdaRed.CDS.1035	JW1059	flgA	ECK1057	G357	b1072	1131781	1132440	-	1130204	1130863	-	1035
W3110_lambdaRed.CDS.1036	JW1060	flgB	ECK1058	G358	b1073	1132595	1133011	+	1131018	1131434	+	1036
W3110_lambdaRed.CDS.1037	JW1061	flgC	ECK1059	G359	b1074	1133015	1133419	+	1131438	1131842	+	1037
W3110_lambdaRed.CDS.1038	JW1062	flgD	ECK1060	G360	b1075	1133431	1134126	+	1131854	1132549	+	1038
W3110_lambdaRed.CDS.1039	JW1063	flgE	ECK1061	G361	b1076	1134151	1135359	+	1132574	1133782	+	1039
W3110_lambdaRed.CDS.104	JW0104	ppdD	ECK0107	EG12107	b0108	117109	117549	-	117109	117549	-	104
W3110_lambdaRed.CDS.1040	JW1064	flgF	ECK1062	G362	b1077	1135379	1136134	+	1133802	1134557	+	1040
W3110_lambdaRed.CDS.1041	JW1065	flgG	ECK1063	G363	b1078	1136306	1137088	+	1134729	1135511	+	1041
W3110_lambdaRed.CDS.1042	JW5153	flgH	ECK1064	G364	b1079	1137141	1137839	+	1135564	1136262	+	1042
W3110_lambdaRed.CDS.1043	JW1067	flgI	ECK1065	G365	b1080	1137851	1138948	+	1136274	1137371	+	1043
W3110_lambdaRed.CDS.1044	JW1068	flgJ	ECK1066	G366	b1081	1138948	1139889	+	1137371	1138312	+	1044
W3110_lambdaRed.CDS.1045	JW1069	flgK	ECK1067	EG11967	b1082	1139955	1141598	+	1138378	1140021	+	1045
W3110_lambdaRed.CDS.1046	JW1070	flgL	ECK1068	EG11545	b1083	1141610	1142563	+	1140033	1140986	+	1046
W3110_lambdaRed.CDS.1047	JW1071	rne	ECK1069	EG10859	b1084	1142759	1145944	-	1141182	1144367	-	1047
W3110_lambdaRed.CDS.1049	JW1072	rluC	ECK1071	EG11118	b1086	1146517	1147476	+	1144940	1145899	+	1049
W3110_lambdaRed.CDS.105	JW0105	nadC	ECK0108	EG11546	b0109	117752	118645	-	117752	118645	-	105
W3110_lambdaRed.CDS.1051	JW5155	yceF	ECK1072	EG11438	b1087	1147588	1148172	-	1146011	1146595	-	1051
W3110_lambdaRed.CDS.1052	JW1074	yceD	ECK1074	EG11119	b1088	1148371	1148892	+	1146794	1147315	+	1052
W3110_lambdaRed.CDS.1053	JW1075	rpmF	ECK1075	EG10890	b1089	1148944	1149117	+	1147367	1147540	+	1053
W3110_lambdaRed.CDS.1054	JW5156	plsX	ECK1076	EG11437	b1090	1149198	1150268	+	1147621	1148691	+	1054
W3110_lambdaRed.CDS.1055	JW1077	fabH	ECK1077	EG10277	b1091	1150336	1151289	+	1148759	1149712	+	1055
W3110_lambdaRed.CDS.1056	JW1078	fabD	ECK1078	EG11317	b1092	1151305	1152234	+	1149728	1150657	+	1056
W3110_lambdaRed.CDS.1028	JW1052	mdtH	ECK1050	G6559	b1065	1125695	1126903	-	1124118	1125326	-	1028
W3110_lambdaRed.CDS.1026	JW1050	yceB	ECK1048	EG11117	b1063	1124290	1124850	-	1122713	1123273	-	1026
W3110_lambdaRed.CDS.1119	JW1142	tfaE	ECK1142	EG11120	b1156	1210094	1210696	-	1208517	1209119	-	1119
W3110_lambdaRed.CDS.1025	JW1049	pyrC	ECK1047	EG10806	b1062	1123138	1124184	-	1121561	1122607	-	1025
W3110_lambdaRed.CDS.100	JW0100	coaE	ECK0103	EG12312	b0103	112599	113219	-	112599	113219	-	100
W3110_lambdaRed.CDS.1001	JW1024	csgB	ECK1027	G6547	b1041	1104192	1104647	+	1103951	1104406	+	1001
W3110_lambdaRed.CDS.1002	JW1025	csgA	ECK1028	EG11489	b1042	1104688	1105143	+	1104447	1104902	+	1002
W3110_lambdaRed.CDS.1003	JW1026	csgC	ECK1029	G6548	b1043	1105202	1105534	+	1104961	1105293	+	1003
W3110_lambdaRed.CDS.1004	JW0352	insD-1	ECK0358	G0-10543	NIL	380898	381803	+	2068952	2070180	-	1004
W3110_lambdaRed.CDS.1004	JW1397	insD-1	ECK0358	NIL	NIL	1469635	1470540	-	NIL	NIL	NIL	1004
W3110_lambdaRed.CDS.1004	JW1975	insD-1	ECK0358	NIL	NIL	2071089	2071994	-	NIL	NIL	NIL	1004
W3110_lambdaRed.CDS.1004	JW2826	insD-1	ECK0358	NIL	NIL	2995028	2995933	-	NIL	NIL	NIL	1004
W3110_lambdaRed.CDS.1004	JW3013	insD-1	ECK0358	NIL	NIL	3185166	3186071	+	NIL	NIL	NIL	1004
W3110_lambdaRed.CDS.1004	JW4230	insD-1	ECK0358	NIL	NIL	4503275	4504180	+	NIL	NIL	NIL	1004
W3110_lambdaRed.CDS.1006	JW1031	ymdA	ECK1030	G6549	b1044	1106991	1107302	+	1105414	1105725	+	1006
W3110_lambdaRed.CDS.1007	JW1032	ymdB	ECK1031	G6550	b1045	1107397	1107930	+	1105820	1106353	+	1007
W3110_lambdaRed.CDS.1008	JW5150	clsC	ECK1032	G6551	b1046	1107932	1109353	+	1106355	1107776	+	1008
W3110_lambdaRed.CDS.1009	JW1034	opgC	ECK1033	G6552	b1047	1109361	1110518	-	1107784	1108941	-	1009
W3110_lambdaRed.CDS.101	JW0101	guaC	ECK0104	EG10422	b0104	113444	114487	+	113444	114487	+	101
W3110_lambdaRed.CDS.1011	JW1035	opgG	ECK1034	EG11885	b1048	1110912	1112447	+	1109335	1110870	+	1011
W3110_lambdaRed.CDS.1012	JW1037	opgH	ECK1035	EG11886	b1049	1112440	1114983	+	1110863	1113406	+	1012
W3110_lambdaRed.CDS.1013	JW5151	yceK	ECK1036	EG12689	b1050	1115156	1115383	+	1113579	1113806	+	1013
W3110_lambdaRed.CDS.1014	JW1039	msyB	ECK1037	EG11338	b1051	1115384	1115758	-	1113807	1114181	-	1014
W3110_lambdaRed.CDS.1015	JW1040	mdtG	ECK1038	EG11343	b1053	1115841	1117067	-	1114264	1115490	-	1015
W3110_lambdaRed.CDS.1016	JW1041	lpxL	ECK1039	EG10464	b1054	1117239	1118159	-	1115662	1116582	-	1016
W3110_lambdaRed.CDS.1017	JW1042	yceA	ECK1040	EG11116	b1055	1118384	1119436	+	1116807	1117859	+	1017
W3110_lambdaRed.CDS.1018	JW1043	yceI	ECK1041	EG11820	b1056	1119478	1120053	-	1117901	1118476	-	1018
W3110_lambdaRed.CDS.1019	JW1044	yceJ	ECK1042	G6554	b1057	1120057	1120623	-	1118480	1119046	-	1019
W3110_lambdaRed.CDS.102	JW0102	hofC	ECK0105	EG11798	b0106	114522	115724	-	114522	115724	-	102
W3110_lambdaRed.CDS.1021	JW1045	yceO	ECK1043	G6555	b1058	1120884	1121024	-	1119307	1119447	-	1021
W3110_lambdaRed.CDS.1022	JW1046	solA	ECK1044	G6556	b1059	1121045	1122163	-	1119468	1120586	-	1022
W3110_lambdaRed.CDS.1023	JW5152	bssS	ECK1045	G6557	b1060	1122278	1122532	-	1120701	1120955	-	1023
W3110_lambdaRed.CDS.1024	JW1048	dinI	ECK1046	G6558	b1061	1122819	1123064	-	1121242	1121487	-	1024
W3110_lambdaRed.CDS.1057	JW1079	fabG	ECK1079	EG11318	b1093	1152247	1152981	+	1150670	1151404	+	1057
W3110_lambdaRed.CDS.1058	JW1080	acpP	ECK1080	EG50003	b1094	1153192	1153428	+	1151615	1151851	+	1058
W3110_lambdaRed.CDS.1059	JW1081	fabF	ECK1081	EG12606	b1095	1153516	1154757	+	1151939	1153180	+	1059
W3110_lambdaRed.CDS.106	JW0106	ampD	ECK0109	EG10041	b0110	118733	119284	+	118733	119284	+	106
W3110_lambdaRed.CDS.996	JW1021	csgF	ECK1024	G6544	b1038	1101952	1102368	-	1101711	1102127	-	996
W3110_lambdaRed.CDS.1091	JW1112	potA	ECK1112	EG10749	b1126	1186035	1187171	-	1184458	1185594	-	1091
W3110_lambdaRed.CDS.995	JW1020	csgG	ECK1023	G6543	b1037	1101092	1101925	-	1100851	1101684	-	995
W3110_lambdaRed.CDS.1094	JW1114	roxA	ECK1114	EG11430	b1128	1188696	1189817	-	1187119	1188240	-	1094
W3110_lambdaRed.CDS.1095	JW1115	phoQ	ECK1115	EG10732	b1129	1189893	1191353	-	1188316	1189776	-	1095
W3110_lambdaRed.CDS.1096	JW1116	phoP	ECK1116	EG10731	b1130	1191353	1192024	-	1189776	1190447	-	1096
W3110_lambdaRed.CDS.1097	JW1117	purB	ECK1117	EG11314	b1131	1192193	1193563	-	1190616	1191986	-	1097
W3110_lambdaRed.CDS.1098	JW5165	hflD	ECK1118	EG11345	b1132	1193567	1194208	-	1191990	1192631	-	1098
W3110_lambdaRed.CDS.1099	JW1119	mnmA	ECK1119	EG11344	b1133	1194244	1195350	-	1192667	1193773	-	1099
W3110_lambdaRed.CDS.11	JW0012	yaaI	ECK0013	G8202	b0013	11382	11786	-	11382	11786	-	11
W3110_lambdaRed.CDS.110	JW0110	aceE	ECK0113	EG10024	b0114	123017	125680	+	123017	125680	+	110
W3110_lambdaRed.CDS.1100	JW1120	nudJ	ECK1120	G6580	b1134	1195404	1195865	-	1193827	1194288	-	1100
W3110_lambdaRed.CDS.1101	JW1121	rluE	ECK1121	G6581	b1135	1195875	1196528	-	1194298	1194951	-	1101
W3110_lambdaRed.CDS.1102	JW1122	icd	ECK1122	EG10489	b1136	1196700	1197950	+	1195123	1196373	+	1102
W3110_lambdaRed.CDS.1103	JW5166	ymfE	ECK1124	G6583	b1138	1199110	1199814	-	1197533	1198237	-	1103
W3110_lambdaRed.CDS.1104	JW1125	lit	ECK1125	EG10535	b1139	1200272	1201165	+	1198695	1199588	+	1104
W3110_lambdaRed.CDS.1105	JW1126	intE	ECK1126	EG12370	b1140	1201256	1202383	-	1199679	1200806	-	1105
W3110_lambdaRed.CDS.1106	JW5168	ymfI	ECK1129	G6587	b1143	1203074	1203415	+	1201497	1201838	+	1106
W3110_lambdaRed.CDS.1107	JW1131	ymfK	ECK1131	G6589	b1145	1203836	1204510	-	1202259	1202933	-	1107
W3110_lambdaRed.CDS.1109	JW5169	ymfT	ECK1132	G6590	b1146	1204601	1204801	+	1203024	1203224	+	1109
W3110_lambdaRed.CDS.111	JW0111	aceF	ECK0114	EG10025	b0115	125695	127587	+	125695	127587	+	111
W3110_lambdaRed.CDS.994	JW5147	ycdZ	ECK1022	G6542	b1036	1100537	1101028	+	1100296	1100787	+	994
W3110_lambdaRed.CDS.1112	JW1135	ymfN	ECK1135	G6593	b1149	1205747	1207114	+	1204170	1205537	+	1112
