RefSeq	gene	locus	start	stop	strand	COG	COG_category	COG_meta
BAE76784.1	ygaZ	b2682	2808272	2809010	1	COG1296	E	M
BAA16545.1	ygaH	b2683	2808999	2809335	1			
BAA16546.1	mprA	b2684	2809425	2809956	1	COG1846	K	T
BAA16547.1	emrA	b2685	2810082	2811255	1	COG1566	V	O
BAA16548.1	emrB	b2686	2811271	2812810	1	COG2814	G	M
BAA16549.1	luxS	b2687	2812873	2813389	-1	COG1854	T	O
BAA16555.1	gshA	b2688	2813538	2815095	-1	COG2918	H	M
BAA16556.2	yqaA	b2689	2815167	2815596	-1	COG1238	S	O
BAA16557.1	yqaB	b2690	2815592	2816159	-1	COG0637	G	M
BAA16558.1	csrA	b2696	2817616	2817802	-1	COG1551	T	O
BAA16559.1	alaS	b2697	2818036	2820667	-1	COG0013	J	T
BAA16560.1	recX	b2698	2820794	2821295	-1	COG2137	O	O
BAA16561.2	recA	b2699	2821363	2822425	-1	COG0468	L	T
BAA16562.1	ygaD	b2700	2822504	2823002	-1	COG1546	H	M
BAA16563.1	mltB	b2701	2823146	2824232	-1	COG2951	M	O
BAA18886.2	srlA	b2702	2824487	2825051	1	COG3730	G	M
BAA16564.2	srlE	b2703	2825047	2826007	1	COG3732	G	M
BAA16565.2	srlB	b2704	2826017	2826389	1	COG3731	G	M
BAA16566.1	srlD	b2705	2826392	2827172	1	COG1028	I	M
BAA16567.1	gutM	b2706	2827276	2827636	1	COG4578	K	T
BAA16568.2	srlR	b2707	2827702	2828476	1	COG1349	K	T
BAE76785.1	gutQ	b2708	2828468	2829434	1	COG0517	T	O
BAE76785.1	gutQ	b2708	2828468	2829434	1	COG0794	G	M
BAE76786.1	norR	b2709	2829430	2830945	-1	COG2203	T	O
BAE76786.1	norR	b2709	2829430	2830945	-1	COG3604	K	T
BAE76787.1	norV	b2710	2831131	2832571	1	COG0426	C	M
BAE76787.1	norV	b2710	2831131	2832571	1	COG1773	C	M
BAE76788.1	norW	b2711	2832567	2833701	1	COG0446	I	M
BAE76789.1	hypF	b2712	2833828	2836081	-1	COG0068	O	O
BAE76790.1	hydN	b2713	2836233	2836761	-1	COG1142	C	M
BAE76791.1	ascG	b2714	2836909	2837923	-1	COG1609	K	T
BAE76792.1	ascF	b2715	2838179	2839637	1	COG1263	G	M
BAE76792.1	ascF	b2715	2838179	2839637	1	COG1264	G	M
BAE76793.1	ascB	b2716	2839645	2841070	1	COG2723	G	M
BAE76794.1	hycI	b2717	2841228	2841699	-1	COG0680	C	M
BAE76795.1	hycH	b2718	2841691	2842102	-1			
BAE76796.1	hycG	b2719	2842098	2842866	-1	COG3260	C	M
BAE76797.1	hycF	b2720	2842865	2843408	-1	COG1143	C	M
BAE76798.1	hycE	b2721	2843417	2845127	-1	COG3261	C	M
BAE76798.1	hycE	b2721	2843417	2845127	-1	COG3262	C	M
BAE76799.1	hycD	b2722	2845144	2846068	-1	COG0650	C	M
BAE76800.1	hycC	b2723	2846070	2847897	-1	COG0651	C	M
BAE76801.1	hycB	b2724	2847893	2848505	-1	COG1142	C	M
BAE76802.1	hycA	b2725	2848629	2849091	-1			
BAE76803.1	hypA	b2726	2849302	2849653	1	COG0375	R	O
BAE76804.1	hypB	b2727	2849656	2850529	1	COG0378	O	O
BAE76805.1	hypC	b2728	2850519	2850792	1	COG0298	O	O
BAE76806.1	hypD	b2729	2850791	2851913	1	COG0409	O	O
BAE76807.1	hypE	b2730	2851951	2852920	1	COG0309	O	O
BAE76808.1	fhlA	b2731	2852993	2855072	1	COG2203	T	O
BAE76808.1	fhlA	b2731	2852993	2855072	1	COG3604	K	T
BAE76809.1	ygbA	b2732	2855108	2855462	-1			
BAE76810.1	mutS	b2733	2855748	2858310	1	COG0249	L	T
BAE76811.1	pphB	b2734	2858415	2859072	1	COG0639	T	O
BAE76812.1	ygbI	b2735	2859122	2859920	-1	COG1349	K	T
BAE76813.1	ygbJ	b2736	2860085	2860994	1	COG2084	I	M
BAE76814.1	ygbK	b2737	2860990	2862157	1	COG3395	S	O
BAE76815.1	ygbL	b2738	2862248	2862887	1	COG0235	G	M
BAE76816.1	ygbM	b2739	2862891	2863668	1	COG3622	G	M
BAE76817.1	ygbN	b2740	2863756	2865121	1	COG2610	G	M
BAE76818.1	rpoS	b2741	2865214	2866090	-1	COG0568	K	T
BAE76819.1	nlpD	b2742	2866269	2867409	-1	COG1388	M	O
BAE76819.1	nlpD	b2742	2866269	2867409	-1	COG4942	D	T
BAE76820.1	pcm	b2743	2867548	2868175	-1	COG2518	O	O
BAE76821.1	surE	b2744	2868168	2868930	-1	COG0496	L	T
BAE76822.1	truD	b2745	2868910	2869960	-1	COG0585	J	T
BAE76823.1	ispF	b2746	2869956	2870436	-1	COG0245	I	M
BAE76824.1	ispD	b2747	2870435	2871146	-1	COG1211	I	M
BAE76825.1	ftsB	b2748	2871164	2871476	-1	COG2919	D	T
BAE76826.1	ygbE	b2749	2871669	2871993	-1			
BAE76827.1	cysC	b2750	2872042	2872648	-1	COG0529	P	M
BAE76828.1	cysN	b2751	2872647	2874075	-1	COG2895	P	M
BAE76829.1	cysD	b2752	2874076	2874985	-1	COG0175	E	M
BAE76830.1	iap	b2753	2875236	2876274	1	COG2234	O	O
BAE76831.1	ygbF	b2754	2877224	2877509	-1			
BAE76832.1	ygbT	b2755	2877510	2878428	-1	COG1518	V	O
BAE76833.1	ygcH	b2756	2878443	2879043	-1			
BAE76834.1	ygcI	b2757	2879029	2879704	-1			
BAE76835.1	ygcJ	b2758	2879706	2880798	-1			
BAE76836.1	ygcK	b2759	2880810	2881293	-1			
BAE76837.1	ygcL	b2760	2881285	2882794	-1			
BAE76838.1	ygcB	b2761	2883208	2885875	-1	COG1203	V	O
BAE76839.1	cysH	b2762	2886233	2886968	-1	COG0175	E	M
BAE76840.1	cysI	b2763	2887042	2888755	-1	COG0155	P	M
BAE76841.1	cysJ	b2764	2888754	2890554	-1	COG0369	P	M
BAE76842.1	ygcM	b2765	2890869	2891235	1	COG0720	H	M
BAE76843.1	ygcN	b2766	2891312	2892584	1	COG0644	C	M
BAE76844.1	ygcO	b2767	2892574	2892835	1	COG2440	C	M
BAE76845.1	ygcP	b2768	2892851	2893427	1	COG1954	K	T
BAE76846.1	ygcQ	b2769	2893574	2894435	-1	COG2025	C	M
BAE76847.1	ygcR	b2770	2894431	2895211	-1	COG2086	C	M
BAE76848.1	ygcS	b2771	2895188	2896526	-1	COG0477	G	M
BAE76849.1	ygcU	b4463	2896619	2898074	-1	COG0277	C	M
BAA16569.2	ygcW	b2774	2898143	2898929	-1	COG1028	I	M
BAA16570.1	yqcE	b2775	2899247	2900525	1	COG2223	P	M
BAE76850.1	ygcE	b2776	2900551	2902030	1	COG1070	G	M
BAE76851.1	ygcF	b2777	2903402	2904074	-1	COG0602	R	O
BAE76852.1	ygcG	b2778	2904366	2905239	1	COG1512	S	O
BAE76853.1	eno	b2779	2905298	2906597	-1	COG0148	G	M
BAE76854.1	pyrG	b2780	2906684	2908322	-1	COG0504	F	M
BAE76855.1	mazG	b2781	2908549	2909341	-1	COG3956	R	O
BAE76856.1	chpA	b2782	2909411	2909747	-1	COG2337	V	O
BAE76857.1	chpR	b2783	2909746	2909995	-1	COG2336	T	O
BAE76858.1	relA	b2784	2910072	2912307	-1	COG0317	T	O
BAE76859.1	rumA	b2785	2912354	2913656	-1	COG2265	J	T
BAA16571.2	barA	b2786	2913712	2916469	1	COG2198	T	O
BAA16571.2	barA	b2786	2913712	2916469	1	COG2205	T	O
BAA16571.2	barA	b2786	2913712	2916469	1	COG3437	T	O
BAA16571.2	barA	b2786	2913712	2916469	1	COG3850	T	O
BAA16571.2	barA	b2786	2913712	2916469	1	COG4999	T	O
BAA16572.2	gudD	b2787	2916700	2918041	-1	COG4948	M	O
BAE76860.1	gudX	b2788	2918061	2919402	-1	COG4948	M	O
BAE76861.1	gudP	b2789	2919403	2920756	-1	COG2271	G	M
BAE76862.1	yqcA	b2790	2921190	2921640	-1	COG0716	C	M
BAE76863.1	yqcB	b2791	2921657	2922440	-1	COG0564	J	T
BAE76864.1	yqcC	b2792	2922439	2922769	-1	COG3098	S	O
BAE76865.1	syd	b2793	2923390	2923936	-1			
BAE76866.1	yqcD	b2794	2924003	2924852	1	COG0780	J	T
BAE76866.1	yqcD	b2794	2924003	2924852	1	COG2904	J	T
BAE76867.1	ygdH	b2795	2924963	2926328	1	COG1611	R	O
BAE76868.1	sdaC	b2796	2926884	2928174	1	COG0814	E	M
BAE76869.1	sdaB	b2797	2928231	2929599	1	COG1760	E	M
BAE76870.1	exo	b2798	2929620	2930466	1	COG0258	L	T
BAE76871.1	fucO	b2799	2930520	2931672	-1	COG1454	C	M
BAE76872.1	fucA	b2800	2931696	2932344	-1	COG0235	G	M
BAE76873.1	fucP	b2801	2932890	2934207	1	COG0738	G	M
BAE76874.1	fucI	b2802	2934239	2936015	1	COG2407	G	M
BAE76875.1	fucK	b2803	2936093	2937542	1	COG1070	G	M
BAE76876.1	fucU	b2804	2937543	2937966	1	COG4154	G	M
BAE76877.1	fucR	b2805	2938023	2938755	1	COG1349	K	T
BAE76878.1	ygdE	b2806	2938798	2939899	-1	COG2933	J	T
BAE76879.1	ygdD	b2807	2939891	2940287	-1	COG2363	S	O
BAE76880.1	gcvA	b2808	2940305	2941223	-1	COG0583	K	T
BAE76881.1	ygdI	b2809	2941573	2941801	-1			
BAE76882.1	csdA	b2810	2941992	2943198	1	COG0520	E	M
BAE76883.1	ygdK	b2811	2943197	2943641	1	COG2166	O	O
BAE76884.1	ygdL	b2812	2943691	2944498	-1	COG1179	J	T
BAE76885.1	mltA	b2813	2944736	2945834	-1	COG2821	M	O
BAE76886.1	amiC	b2817	2946412	2947666	-1	COG0860	M	O
BAE76887.1	argA	b2818	2947897	2949229	1	COG0548	E	M
BAE76887.1	argA	b2818	2947897	2949229	1	COG1246	E	M
BAE76888.1	recD	b2819	2949290	2951117	-1	COG0507	L	T
BAE76889.1	recB	b2820	2951116	2954659	-1	COG1074	L	T
BAE76890.1	ptr	b2821	2954651	2957540	-1	COG1025	O	O
BAE76891.1	recC	b2822	2957715	2961084	-1	COG1330	L	T
BAE76892.1	ppdC	b2823	2961096	2961420	-1	COG4967	N	O
BAE76893.1	ygdB	b2824	2961404	2961812	-1			
BAE76894.1	ppdB	b2825	2961808	2962372	-1	COG4795	U	O
BAE76895.1	ppdA	b2826	2962362	2962833	-1	COG2165	N	O
BAE76896.1	thyA	b2827	2963016	2963811	-1	COG0207	F	M
BAE76897.1	lgt	b2828	2963817	2964693	-1	COG0682	M	O
BAE76898.1	ptsP	b2829	2964843	2967090	-1	COG3605	T	O
BAE76899.1	nudH	b2830	2967102	2967633	-1	COG0494	V	O
BAE76900.1	mutH	b2831	2968317	2969007	1	COG3066	L	T
BAE76901.1	ygdQ	b2832	2969075	2969789	1	COG0861	P	M
BAE76902.1	ygdR	b2833	2969926	2970145	1			
BAE76903.1	tas	b2834	2970252	2971293	1	COG0667	R	O
BAE76904.1	ygeD	b2835	2971324	2972518	-1	COG0477	G	M
BAE76905.1	aas	b2836	2972510	2974670	-1	COG0204	I	M
BAE76905.1	aas	b2836	2972510	2974670	-1	COG0318	I	M
BAE76906.1	galR	b2837	2975254	2976286	1	COG1609	K	T
BAE76907.1	lysA	b2838	2976292	2977555	-1	COG0019	E	M
BAE76908.1	lysR	b2839	2977676	2978612	1	COG0583	K	T
BAE76909.1	ygeA	b2840	2978598	2979291	-1	COG1794	M	O
BAE76910.1	araE	b2841	2979419	2980838	-1	COG2814	G	M
BAE76911.1	kduD	b2842	2981152	2981914	-1	COG1028	I	M
BAE76912.1	kduI	b2843	2981943	2982780	-1	COG3717	G	M
BAE76913.1	yqeF	b2844	2983066	2984248	-1	COG0183	I	M
BAE76914.1	yqeG	b2845	2984502	2985732	1	COG0814	E	M
BAE76915.1	yqeH	b2846	2986191	2986824	1	COG2771	K	T
BAE76916.1	yqeI	b2847	2987157	2987967	1	COG3710	K	T
BAE76917.1	yqeJ	b2848	2987959	2988442	1			
BAE76918.1	yqeK	b2849	2988590	2989016	-1			
BAE76919.1	ygeF	b2850	2989209	2989656	1			
BAE76920.1	ygeG	b2851	2989923	2990415	1			
BAE76921.1	ygeH	b2852	2990749	2992126	1	COG0457	R	O
BAE76921.1	ygeH	b2852	2990749	2992126	1	COG3710	K	T
BAE76922.1	ygeI	b2853	2992293	2992512	1			
BAE76923.1	ygeK	b2855	2993115	2993559	-1			
BAE76924.1	ygeL	b2856	2993592	2993748	-1			
BAE76925.1	ygeM	b2857	2993969	2994401	-1			
BAE76926.1	ygeO	b2859	2994617	2995043	-1			
BAE76927.1	insD	b2860	2995027	2995933	-1	COG2801	X	
BAE76928.1	insC	b2861	2995890	2996301	-1	COG2963	X	
BAE76929.1	ygeP	b2862	2996344	2996644	-1			
BAE76930.1	ygeQ	b2863	2996689	2997484	-1			
BAE76931.1	ygeR	b2865	2997791	2998547	-1	COG0739	M	O
BAE76931.1	ygeR	b2865	2997791	2998547	-1	COG1388	M	O
BAE76932.1	xdhA	b2866	2999000	3001259	1	COG1529	C	M
BAE76933.1	xdhB	b2867	3001269	3002148	1	COG1319	C	M
BAE76934.1	xdhC	b2868	3002144	3002624	1	COG2080	C	M
BAE76935.1	ygeV	b2869	3002663	3004442	-1	COG3829	K	T
BAE76936.1	ygeW	b2870	3004917	3006108	1	COG0078	E	M
BAE76937.1	ygeX	b2871	3006165	3007362	1	COG1171	E	M
BAE76938.1	ygeY	b2872	3007419	3008631	1	COG0624	E	M
BAE76939.1	hyuA	b2873	3008683	3010069	1	COG0044	F	M
BAE76940.1	yqeA	b2874	3010116	3011049	1	COG0549	E	M
BAE76941.1	yqeB	b2875	3011269	3012895	-1	COG1975	O	O
BAE76941.1	yqeB	b2875	3011269	3012895	-1	COG3608	R	O
BAE76942.1	yqeC	b2876	3012942	3013713	-1			
BAE76943.1	ygfJ	b2877	3013815	3014394	1	COG2068	H	M
BAE76944.1	ygfK	b2878	3014715	3017814	1	COG0493	E	M
BAE76944.1	ygfK	b2878	3014715	3017814	1	COG1145	C	M
BAE76945.1	ssnA	b2879	3017816	3019145	1	COG0402	F	M
BAE76946.1	ygfM	b2880	3019195	3019975	1	COG1319	C	M
BAE76947.1	xdhD	b2881	3019971	3022842	1	COG1529	C	M
BAE76947.1	xdhD	b2881	3019971	3022842	1	COG2080	C	M
BAE76948.1	ygfO	b2882	3023006	3024407	1	COG2233	F	M
BAE76949.1	guaD	b2883	3024421	3025741	1	COG0402	F	M
BAE76950.1	ygfQ	b4464	3025776	3027144	1	COG2252	F	M
BAE76951.1	ygfS	b2886	3027179	3027668	-1	COG1142	C	M
BAE76952.1	ygfT	b2887	3027667	3029587	-1	COG0493	E	M
BAE76952.1	ygfT	b2887	3027667	3029587	-1	COG1142	C	M
BAE76953.1	ygfU	b2888	3030022	3031471	1	COG2233	F	M
BAE76954.1	idi	b2889	3031720	3032269	1	COG1443	I	M
BAE76955.1	lysS	b2890	3032312	3033830	-1	COG1190	J	T
BAE76956.1	prfB	b2891	3033839	3034938	-1	COG1186	J	T
BAE76957.1	recJ	b2892	3035028	3036762	-1	COG0608	L	T
BAE76958.1	dsbC	b2893	3036767	3037478	-1	COG1651	O	O
BAE76959.1	xerD	b2894	3037502	3038399	-1	COG4974	L	T
BAE76960.1	fldB	b2895	3038510	3039032	1	COG0716	C	M
BAE76961.1	ygfX	b2896	3039071	3039479	-1			
BAE76962.1	ygfY	b2897	3039459	3039726	-1	COG2938	O	O
BAE76963.1	ygfZ	b2898	3039968	3040949	1	COG0354	O	O
BAE76964.1	yqfA	b2899	3041144	3041804	-1	COG1272	U	O
BAE76965.1	yqfB	b2900	3041967	3042279	-1	COG3097	S	O
BAE76966.1	bglA	b2901	3042317	3043757	1	COG2723	G	M
BAE76967.1	ygfF	b2902	3043813	3044557	-1	COG1028	I	M
BAE76968.1	gcvP	b2903	3044823	3047697	-1	COG0403	E	M
BAE76968.1	gcvP	b2903	3044823	3047697	-1	COG1003	E	M
BAE76969.1	gcvH	b2904	3047815	3048205	-1	COG0509	E	M
BAE76970.1	gcvT	b2905	3048228	3049323	-1	COG0404	E	M
BAE76971.1	visC	b2906	3049770	3050973	-1	COG0654	H	M
BAE76972.1	ubiH	b2907	3050995	3052174	-1	COG0654	H	M
BAE76973.1	pepP	b2908	3052170	3053496	-1	COG0006	E	M
BAE76974.1	ygfB	b2909	3053521	3054100	-1	COG3079	S	O
BAE76975.1	zapA	b2910	3054267	3054597	1	COG3027	D	T
BAE76976.1	ygfA	b2912	3054896	3055445	1	COG0212	H	M
BAE76977.1	serA	b2913	3055833	3057066	-1	COG0111	H	M
BAE76978.1	rpiA	b2914	3057321	3057981	-1	COG0120	G	M
BAE76979.1	yqfE	b2915	3058036	3058267	-1			
BAE76980.1	argP	b2916	3058408	3059302	1	COG0583	K	T
BAE76981.1	yliK	b2917	3059505	3061650	1	COG1884	I	M
BAE76981.1	yliK	b2917	3059505	3061650	1	COG2185	I	M
BAE76982.1	argK	b2918	3061642	3062638	1	COG1703	O	O
BAE76983.1	ygfG	b2919	3062648	3063434	1	COG1024	I	M
BAE76984.1	ygfH	b2920	3063457	3064936	1	COG0427	C	M
BAE76985.1	ygfI	b2921	3064932	3065829	-1	COG0583	K	T
BAE76986.1	yggE	b2922	3065995	3066736	-1	COG2968	S	O
BAE76987.1	argO	b2923	3066828	3067464	-1	COG1279	E	M
BAE76988.1	mscS	b2924	3067602	3068463	-1	COG0668	M	O
BAE76989.1	fbaA	b2925	3068820	3069900	-1	COG0191	G	M
BAE76990.1	pgk	b2926	3070114	3071278	-1	COG0126	G	M
BAE76991.1	epd	b2927	3071327	3072347	-1	COG0057	G	M
BAE76992.1	yggC	b2928	3072631	3073345	-1	COG1072	H	M
BAE76993.1	yggD	b2929	3073341	3073851	-1	COG3722	K	T
BAE76994.1	yggF	b2930	3073872	3074838	-1	COG1494	G	M
BAE76995.1	yggP	b4465	3074834	3076112	-1	COG1063	E	M
BAE76996.1	cmtA	b2933	3076126	3077515	-1	COG2213	G	M
BAE76997.1	cmtB	b2934	3077542	3077986	-1	COG1762	G	M
BAE76998.1	tktA	b2935	3078299	3080291	-1	COG0021	G	M
BAE76999.1	yggG	b2936	3080568	3081327	1	COG0501	O	O
BAE77000.1	speB	b2937	3081532	3082453	-1	COG0010	E	M
BAE77001.1	speA	b2938	3082590	3084567	-1	COG1166	E	M
BAE77002.1	yqgB	b2939	3084575	3084722	-1			
BAE77003.1	yqgC	b2940	3084842	3085058	1			
BAE77004.1	yqgD	b2941	3085054	3085306	-1			
BAE77005.1	metK	b2942	3085361	3086516	1	COG0192	H	M
BAE77006.1	galP	b2943	3086939	3088334	1	COG2814	G	M
BAE77007.1	sprT	b2944	3088410	3088908	1	COG3091	R	O
BAE77008.1	endA	b2945	3089002	3089710	1	COG2356	L	T
BAE77009.1	yggJ	b2946	3089789	3090521	1	COG1385	J	T
BAE77010.1	gshB	b2947	3090533	3091484	1	COG0189	H	M
BAE77011.1	yqgE	b2948	3091592	3092156	1	COG1678	K	T
BAE77012.1	yqgF	b2949	3092155	3092572	1	COG0816	K	T
BAE77013.1	yggR	b2950	3092755	3093736	-1	COG2805	N	O
BAE77014.1	yggS	b2951	3093753	3094458	1	COG0325	R	O
BAE77015.1	yggT	b2952	3094475	3095042	1	COG0762	S	O
BAE77016.1	yggU	b2953	3095038	3095329	1	COG1872	S	O
BAE77017.1	yggV	b2954	3095336	3095930	1	COG0127	F	M
BAE77018.1	yggW	b2955	3095922	3097059	1	COG0635	H	M
BAE77019.1	yggM	b2956	3097213	3098221	-1			
BAE77020.1	ansB	b2957	3098337	3099384	-1	COG0252	J	T
BAE77021.1	yggN	b2958	3099559	3100279	-1			
BAE77022.1	yggL	b2959	3100462	3100789	-1	COG3171	S	O
BAE77023.1	yggH	b2960	3100788	3101508	-1	COG0220	J	T
BAE77024.1	mutY	b2961	3101668	3102721	1	COG1194	L	T
BAE77025.1	yggX	b2962	3102748	3103024	1	COG2924	P	M
BAE77026.1	mltC	b2963	3103088	3104168	1	COG0741	M	O
BAE77027.1	nupG	b2964	3104369	3105626	1			
BAE77028.1	speC	b2965	3105675	3107811	-1	COG1982	E	M
BAE77029.1	yqgA	b2966	3108208	3108916	1	COG1811	S	O
BAE77030.1	yghD	b2968	3109245	3109782	-1	COG3149	U	O
BAE77031.1	yghF	b2970	3110709	3111576	-1			
BAE77032.1	yghG	b2971	3111722	3112133	-1			
BAE77033.1	pppA	b2972	3112198	3113008	-1	COG1989	N	O
BAE77034.1	yghJ	b4466	3113205	3117768	-1			
BAE77035.1	yghK	b2975	3118252	3119935	-1	COG1620	C	M
BAE77036.1	glcB	b2976	3120289	3122461	-1	COG2225	C	M
BAE77037.1	glcG	b2977	3122482	3122887	-1	COG3193	S	O
BAE77038.1	glcF	b4467	3122891	3124115	-1	COG0247	C	M
BAE77039.1	glcE	b4468	3124125	3125178	-1	COG0277	C	M
BAE77040.1	glcD	b2979	3125177	3126677	-1	COG0277	C	M
BAE77041.1	glcC	b2980	3126927	3127692	1	COG2186	K	T
BAE77042.1	yghO	b2981	3127698	3128871	-1			
BAE77043.1	insH	b2982	3128833	3129850	1	COG3039	X	
BAE77044.1	yghQ	b2983	3129996	3131064	-1	COG2244	M	O
BAE77045.1	yghR	b2984	3131109	3131868	-1	COG0125	F	M
BAE77046.1	yghS	b2985	3131899	3132613	-1	COG0125	F	M
BAE77047.1	yghT	b2986	3132786	3133479	1	COG0125	F	M
BAE77048.1	pitB	b2987	3133527	3135027	-1	COG0306	P	M
BAE77049.1	gss	b2988	3135318	3137178	-1	COG0754	E	M
BAE77050.1	yghU	b2989	3137382	3138249	1	COG0625	O	O
BAE77051.1	hybG	b2990	3138371	3138620	-1	COG0298	O	O
BAE77052.1	hybF	b2991	3138632	3138974	-1	COG0375	R	O
BAE77053.1	hybE	b2992	3138966	3139455	-1			
BAE77054.1	hybD	b2993	3139447	3139942	-1	COG0680	C	M
BAE77055.1	hybC	b2994	3139941	3141645	-1	COG0374	C	M
BAE77056.1	hybB	b2995	3141641	3142820	-1	COG5557	C	M
BAE77057.1	hybA	b2996	3142809	3143796	-1	COG0437	C	M
BAE77058.1	hybO	b2997	3143798	3144917	-1	COG1740	C	M
BAE77059.1	yghW	b2998	3145105	3145393	-1			
BAE77060.1	yghZ	b3001	3146552	3147593	1	COG0667	R	O
BAE77061.1	yqhA	b3002	3147632	3148127	-1	COG2862	S	O
BAE77062.1	yghA	b3003	3148317	3149202	1	COG1028	I	M
BAE77063.1	exbD	b3005	3149473	3149899	-1	COG0848	U	O
BAE77064.1	exbB	b3006	3149905	3150640	-1	COG0811	U	O
BAE77065.1	metC	b3008	3150891	3152079	1	COG0626	E	M
BAE77066.1	yghB	b3009	3152218	3152878	1	COG0586	S	O
BAE77067.1	yqhC	b3010	3152917	3153874	-1	COG2207	K	T
BAE77068.1	yqhD	b3011	3154010	3155174	1	COG1979	C	M
BAE77069.1	dkgA	b3012	3155278	3156106	1	COG0656	Q	M
BAE77070.1	yqhG	b3013	3156305	3157232	1			
BAE77071.1	yqhH	b3014	3157282	3157540	1	COG4238	M	O
BAE77072.1	ygiQ	b4469	3157582	3159802	-1	COG1032	R	O
BAE77073.1	sufI	b3017	3159912	3161325	-1	COG2132	D	T
BAE77074.1	plsC	b3018	3161399	3162137	-1	COG0204	I	M
BAE77075.1	parC	b3019	3162370	3164629	-1	COG0188	L	T
BAE77076.1	ygiS	b3020	3164766	3166374	-1	COG4166	E	M
BAE77077.1	ygiT	b3021	3166506	3166902	-1	COG2944	K	T
BAE77078.1	ygiU	b3022	3166903	3167200	-1			
BAE77079.1	ygiV	b3023	3167404	3167887	-1	COG3449	L	T
BAE77080.1	ygiW	b3024	3167939	3168332	-1	COG3111	S	O
BAE77081.1	qseB	b3025	3168483	3169143	1	COG0745	T	O
BAE77082.1	qseC	b3026	3169139	3170489	1	COG0642	T	O
BAE77083.1	ygiZ	b3027	3170534	3170867	-1			
BAE77084.1	mdaB	b3028	3171185	3171767	1	COG2249	R	O
BAE77085.1	ygiN	b3029	3171797	3172112	1	COG1359	C	M
BAE77086.1	parE	b3030	3172159	3174052	-1	COG0187	L	T
BAE77087.1	yqiA	b3031	3174080	3174662	-1	COG3150	R	O
BAE77088.1	cpdA	b3032	3174661	3175489	-1	COG1409	T	O
BAE77089.1	yqiB	b3033	3175513	3175936	-1	COG3151	S	O
BAE77090.1	nudF	b3034	3175936	3176566	-1	COG0494	V	O
BAE77091.1	tolC	b3035	3176770	3178252	1	COG1538	M	O
BAE77092.1	ygiA	b3036	3178251	3178512	1			
BAE77093.1	ygiB	b3037	3178495	3179071	1	COG5463	S	O
BAE77094.1	ygiC	b3038	3179076	3180237	1	COG0754	E	M
BAE77095.1	zupT	b3039	3180274	3181090	-1	COG3384	Q	M
BAE77096.1	ygiE	b3040	3181205	3181979	1	COG0428	P	M
BAE77097.1	ribB	b3041	3182468	3183122	-1	COG0108	H	M
BAE77098.1	yqiC	b3042	3183495	3183786	1	COG2960	S	O
BAE77099.1	ygiL	b3043	3184069	3184621	1	COG3539	N	O
BAE77100.1	insC	b3044	3184797	3185208	1	COG2963	X	
BAA16573.2	insD	b3045	3185165	3186071	1	COG2801	X	
BAA16575.2	yqiG	b3046	3186055	3188521	1			
BAA16576.2	yqiH	b3047	3188536	3189286	1	COG3121	W	
BAE77101.1	yqiI	b3048	3189287	3190352	1	COG3539	N	O
BAA16577.1	glgS	b3049	3190394	3190595	-1			
BAE77102.1	yqiJ	b3050	3190863	3191493	1			
BAA16578.1	yqiK	b3051	3191519	3193181	1	COG2268	S	O
BAE77103.1	rfaE	b3052	3193975	3195409	-1	COG0615	M	O
BAE77103.1	rfaE	b3052	3193975	3195409	-1	COG2870	M	O
BAE77104.1	glnE	b3053	3195456	3198297	-1	COG1391	O	O
BAE77105.1	ygiF	b3054	3198319	3199621	-1	COG3025	P	M
BAE77106.1	htrG	b3055	3199862	3200483	1	COG4991	S	O
BAE77107.1	cca	b3056	3200546	3201785	1	COG0617	J	T
BAE77108.1	bacA	b3057	3201965	3202787	-1	COG1968	I	M
BAE77109.1	folB	b3058	3202876	3203245	-1	COG1539	H	M
BAE77110.1	ygiH	b3059	3203349	3203967	1	COG0344	I	M
BAE77111.1	ygiP	b3060	3203979	3204912	-1	COG0583	K	T
BAE77112.1	ttdA	b3061	3205118	3206030	1	COG1951	C	M
BAE77113.1	ttdB	b3062	3206026	3206632	1	COG1838	C	M
BAE77114.1	ygjE	b3063	3206679	3208143	1	COG0471	G	M
BAE77115.1	ygjD	b3064	3208185	3209199	-1	COG0533	J	T
BAE77116.1	rpsU	b3065	3209436	3209652	1	COG0828	J	T
BAE77117.1	dnaG	b3066	3209762	3211508	1	COG0358	L	T
BAE77118.1	rpoD	b3067	3211702	3213544	1	COG0568	K	T
BAE77119.1	ygjF	b3068	3213622	3214129	-1	COG3663	L	T
BAE77120.1	yqjH	b3070	3214382	3215147	-1	COG2375	P	M
BAE77121.1	yqjI	b3071	3215434	3216058	1	COG1695	K	T
BAE77122.1	aer	b3072	3216211	3217732	-1	COG0840	N	O
BAE77123.1	ygjG	b3073	3218122	3219529	1	COG4992	E	M
BAE77124.1	ygjH	b3074	3219570	3219903	-1	COG0073	J	T
BAE77125.1	ebgR	b3075	3220121	3221105	1	COG1609	K	T
BAE77126.1	ebgA	b3076	3221288	3224381	1	COG3250	G	M
BAE77127.1	ebgC	b3077	3224377	3224827	1	COG2731	G	M
BAE77128.1	ygjI	b3078	3224889	3226323	1	COG0531	E	M
BAE77129.1	ygjJ	b3079	3226456	3227527	1			
BAE77130.1	ygjK	b3080	3227543	3229895	1	COG1626	G	M
